RowNumber,Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
15335,Candace Avalos,Loretta Smith,Timur Ender,,,
15336,Terrence Hayes,,,,,
15337,Loretta Smith,Steph Routh,Terrence Hayes,Jamie Dunphy,Doug Clove,Candace Avalos
15338,Candace Avalos,David Linn,,,,
15339,Deian Salazar,Joe Furi,Doug Clove,Loretta Smith,Timur Ender,
15362,Loretta Smith,Jamie Dunphy,,,,
15382,Joe Furi,Jamie Dunphy,Timur Ender,Michael (Mike) Sands,Candace Avalos,Cayle Tern
15440,Steph Routh,Jamie Dunphy,Doug Clove,Candace Avalos,Joe Allen,David Linn
15458,Loretta Smith,Candace Avalos,Steph Routh,Doug Clove,,
15459,Doug Clove,Thomas Shervey,,,,
15492,Noah Ernst,,,,,
15493,Thomas Shervey,,,,,
15534,Steph Routh,Terrence Hayes,Jamie Dunphy,Joe Allen,Timur Ender,Cayle Tern
15610,Jamie Dunphy,Timur Ender,,,,
15612,Loretta Smith,,,,,
15617,Terrence Hayes,,,,,
15644,Thomas Shervey,Jamie Dunphy,Michael (Mike) Sands,David Linn,Doug Clove,Noah Ernst
15650,Steph Routh,Jamie Dunphy,Deian Salazar,Thomas Shervey,David Linn,Timur Ender
15675,Candace Avalos,Jamie Dunphy,Steph Routh,David Linn,Loretta Smith,Noah Ernst
15676,Candace Avalos,Noah Ernst,Terrence Hayes,,,
15677,Steph Routh,Candace Avalos,Terrence Hayes,Timur Ender,Loretta Smith,
15681,Timur Ender,,,,,
15684,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
15686,Candace Avalos,Cayle Tern,Timur Ender,Deian Salazar,Terrence Hayes,
15688,Cayle Tern,Timur Ender,Candace Avalos,,,
15717,Loretta Smith,Terrence Hayes,Steph Routh,Jamie Dunphy,Noah Ernst,
15719,Timur Ender,,,,,
15722,Deian Salazar,Cayle Tern,Candace Avalos,Terrence Hayes,Thomas Shervey,Loretta Smith
15730,Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,David Linn,Doug Clove
15767,,,,,,
15769,Timur Ender,Joe Allen,Cayle Tern,Doug Clove,Terrence Hayes,Steph Routh
15771,Jamie Dunphy,Joe Furi,Deian Salazar,Timur Ender,Joe Allen,Loretta Smith
15773,Timur Ender,Michael (Mike) Sands,Deian Salazar,Loretta Smith,Joe Allen,Jamie Dunphy
15777,Joe Allen,Michael (Mike) Sands,Loretta Smith,Noah Ernst,Jamie Dunphy,Doug Clove
15785,Candace Avalos,,,,,
15792,Noah Ernst,Candace Avalos,Michael (Mike) Sands,,,
15793,Noah Ernst,,,,,
15794,Deian Salazar,,,,,
15795,Doug Clove,,,,,
15796,Terrence Hayes,Noah Ernst,Doug Clove,,,
15797,Michael (Mike) Sands,Joe Allen,,,,
15799,Doug Clove,Joe Furi,Timur Ender,Terrence Hayes,Steph Routh,Noah Ernst
15801,Michael (Mike) Sands,Loretta Smith,Doug Clove,,,
15805,Peggy Sue Owens,Steph Routh,Loretta Smith,Candace Avalos,Timur Ender,Cayle Tern
15844,Noah Ernst,Terrence Hayes,Doug Clove,,,
15845,Steph Routh,Loretta Smith,,,,
15864,Candace Avalos,David Linn,Timur Ender,Jamie Dunphy,Doug Clove,Terrence Hayes
15872,Noah Ernst,Doug Clove,Joe Furi,Joe Allen,Candace Avalos,Terrence Hayes
15880,Timur Ender,Candace Avalos,Steph Routh,,,
15931,Terrence Hayes,Candace Avalos,Timur Ender,Cayle Tern,Steph Routh,
15950,Timur Ender,Candace Avalos,Deian Salazar,Steph Routh,Thomas Shervey,Jamie Dunphy
15952,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
15959,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
15961,Noah Ernst,Terrence Hayes,Loretta Smith,Deian Salazar,Candace Avalos,Joe Allen
15962,Loretta Smith,Terrence Hayes,Steph Routh,Candace Avalos,,
15964,Doug Clove,,,,,
15967,Terrence Hayes,Doug Clove,Candace Avalos,,,
15970,Loretta Smith,David Linn,Noah Ernst,Michael (Mike) Sands,Joe Furi,Cayle Tern
15971,Steph Routh,,,,,
15975,Cayle Tern,Steph Routh,Timur Ender,Jamie Dunphy,David Linn,Candace Avalos
15976,David Linn,Cayle Tern,Doug Clove,,,
15978,Timur Ender,Steph Routh,Jamie Dunphy,Candace Avalos,Terrence Hayes,Deian Salazar
15979,,,,,,
15992,Steph Routh,Timur Ender,Candace Avalos,,,
16002,Loretta Smith,Terrence Hayes,Doug Clove,Jamie Dunphy,,
16004,Steph Routh,Timur Ender,Jamie Dunphy,Candace Avalos,Terrence Hayes,David Linn
16007,Deian Salazar,Loretta Smith,Peggy Sue Owens,Jamie Dunphy,Michael (Mike) Sands,Doug Clove
16008,Candace Avalos,Cayle Tern,Michael (Mike) Sands,Steph Routh,Loretta Smith,David Linn
16012,Timur Ender,Candace Avalos,Steph Routh,Loretta Smith,Jamie Dunphy,Deian Salazar
16013,Candace Avalos,Cayle Tern,Timur Ender,Steph Routh,,
16018,Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,,
16044,Jamie Dunphy,,,,,
16053,Loretta Smith,Steph Routh,Jamie Dunphy,,,
16056,Jamie Dunphy,Candace Avalos,Steph Routh,,,
16060,Timur Ender,Candace Avalos,Loretta Smith,,,
16062,Candace Avalos,Cayle Tern,Timur Ender,,,
16064,Michael (Mike) Sands,Loretta Smith,Terrence Hayes,,,
16066,Timur Ender,Jamie Dunphy,David Linn,Doug Clove,Peggy Sue Owens,Steph Routh
16068,Jamie Dunphy,Steph Routh,Terrence Hayes,,,
16069,Timur Ender,Noah Ernst,David Linn,Michael (Mike) Sands,Thomas Shervey,Steph Routh
16070,Loretta Smith,Terrence Hayes,Michael (Mike) Sands,Joe Allen,Peggy Sue Owens,Candace Avalos
16074,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,Noah Ernst
16076,Loretta Smith,,,,,
16077,Noah Ernst,Michael (Mike) Sands,Jamie Dunphy,Thomas Shervey,David Linn,Joe Furi
16091,Loretta Smith,Terrence Hayes,Noah Ernst,,,
16118,Loretta Smith,Timur Ender,Candace Avalos,Terrence Hayes,Steph Routh,Jamie Dunphy
16134,Peggy Sue Owens,Loretta Smith,Steph Routh,,,
16135,Terrence Hayes,Loretta Smith,Noah Ernst,Steph Routh,,
16136,Joe Allen,Cayle Tern,Doug Clove,Timur Ender,Jamie Dunphy,Terrence Hayes
16138,,,,,,
16154,Loretta Smith,Terrence Hayes,Candace Avalos,Steph Routh,Deian Salazar,Cayle Tern
16159,Candace Avalos,Cayle Tern,Timur Ender,,,
16160,Loretta Smith,Steph Routh,Noah Ernst,Michael (Mike) Sands,Jamie Dunphy,
16162,Jamie Dunphy,Michael (Mike) Sands,Steph Routh,Terrence Hayes,Loretta Smith,Candace Avalos
16163,Steph Routh,Loretta Smith,Cayle Tern,David Linn,Timur Ender,Doug Clove
16164,Peggy Sue Owens,,,,,
16165,Jamie Dunphy,Candace Avalos,Steph Routh,,,
16166,Doug Clove,Thomas Shervey,,,,
16167,Loretta Smith,Candace Avalos,Terrence Hayes,Cayle Tern,Michael (Mike) Sands,David Linn
16169,Joe Furi,Deian Salazar,Doug Clove,,,
16170,Joe Allen,Jamie Dunphy,Candace Avalos,Timur Ender,Steph Routh,Michael (Mike) Sands
16171,Noah Ernst,Candace Avalos,Loretta Smith,,,
16172,Jamie Dunphy,Candace Avalos,Steph Routh,,,
16201,Peggy Sue Owens,Candace Avalos,Michael (Mike) Sands,Loretta Smith,,
16202,Timur Ender,Michael (Mike) Sands,Jamie Dunphy,,,
16215,Doug Clove,Steph Routh,Terrence Hayes,Candace Avalos,Timur Ender,Joe Allen
16216,Noah Ernst,Joe Allen,David Linn,Doug Clove,Michael (Mike) Sands,Jamie Dunphy
16217,Candace Avalos,Timur Ender,Doug Clove,Steph Routh,Loretta Smith,Jamie Dunphy
16218,Noah Ernst,Joe Allen,David Linn,Doug Clove,Michael (Mike) Sands,Jamie Dunphy
16219,Loretta Smith,Timur Ender,Candace Avalos,,,
16222,Peggy Sue Owens,Joe Allen,Candace Avalos,Loretta Smith,Doug Clove,David Linn
16242,,,,,,
16248,Jamie Dunphy,Candace Avalos,Steph Routh,,,
16255,Steph Routh,Candace Avalos,Jamie Dunphy,,,
16258,,,,,,
16259,David Linn,Terrence Hayes,Doug Clove,Timur Ender,Thomas Shervey,Loretta Smith
16265,Candace Avalos,Deian Salazar,Loretta Smith,Terrence Hayes,David Linn,Peggy Sue Owens
16274,Peggy Sue Owens,Noah Ernst,Cayle Tern,Terrence Hayes,Steph Routh,Joe Allen
16279,Loretta Smith,Candace Avalos,Steph Routh,,,
16284,Loretta Smith,Cayle Tern,David Linn,Noah Ernst,Jamie Dunphy,Terrence Hayes
16285,,,,,,
16286,Michael (Mike) Sands,Steph Routh,Joe Furi,Doug Clove,,
16319,Joe Allen,Jamie Dunphy,Terrence Hayes,Loretta Smith,Doug Clove,David Linn
16320,Candace Avalos,Joe Furi,Timur Ender,Noah Ernst,Doug Clove,Michael (Mike) Sands
16326,Loretta Smith,,,,,
16327,Cayle Tern,Jamie Dunphy,Candace Avalos,Timur Ender,Doug Clove,Joe Furi
16330,Terrence Hayes,Candace Avalos,Cayle Tern,Loretta Smith,,
16331,Terrence Hayes,Loretta Smith,Steph Routh,Jamie Dunphy,Candace Avalos,Timur Ender
16345,Loretta Smith,,,,,
16346,Noah Ernst,Deian Salazar,Thomas Shervey,Loretta Smith,Candace Avalos,
16350,Loretta Smith,Steph Routh,Terrence Hayes,Timur Ender,Jamie Dunphy,Candace Avalos
16351,Candace Avalos,Joe Allen,Noah Ernst,Steph Routh,Deian Salazar,Jamie Dunphy
16352,Loretta Smith,,,,,
16355,Jamie Dunphy,,,,,
16356,Jamie Dunphy,,,,,
16382,Timur Ender,Steph Routh,Jamie Dunphy,Terrence Hayes,Candace Avalos,Loretta Smith
16444,Terrence Hayes,,,,,
16446,Joe Allen,Michael (Mike) Sands,David Linn,Thomas Shervey,Terrence Hayes,Peggy Sue Owens
16459,Doug Clove,,,,,
16466,Candace Avalos,Steph Routh,Timur Ender,Loretta Smith,Jamie Dunphy,
16469,Jamie Dunphy,Candace Avalos,Joe Allen,Terrence Hayes,Timur Ender,Deian Salazar
16485,Doug Clove,,,,,
16486,Timur Ender,Candace Avalos,Cayle Tern,David Linn,Loretta Smith,Terrence Hayes
16487,Candace Avalos,Cayle Tern,Timur Ender,Steph Routh,David Linn,
16497,Steph Routh,Jamie Dunphy,Deian Salazar,Terrence Hayes,Loretta Smith,Candace Avalos
16502,Noah Ernst,Timur Ender,,,,
16534,Loretta Smith,Jamie Dunphy,Terrence Hayes,Candace Avalos,Timur Ender,Doug Clove
16535,Jamie Dunphy,Steph Routh,Terrence Hayes,Loretta Smith,Deian Salazar,Cayle Tern
16537,Timur Ender,Steph Routh,Jamie Dunphy,Candace Avalos,Deian Salazar,
16786,Loretta Smith,,,,,
17242,Candace Avalos,Terrence Hayes,Noah Ernst,,,
17350,Candace Avalos,Steph Routh,,,,
17367,Noah Ernst,Terrence Hayes,Doug Clove,,,
17369,Noah Ernst,Joe Furi,,,,
17371,Timur Ender,Steph Routh,Candace Avalos,,,
17372,Terrence Hayes,Candace Avalos,Timur Ender,Doug Clove,Jamie Dunphy,Steph Routh
17373,Loretta Smith,Candace Avalos,Terrence Hayes,David Linn,Joe Allen,Peggy Sue Owens
17376,Steph Routh,Loretta Smith,Jamie Dunphy,Terrence Hayes,Thomas Shervey,Candace Avalos
17379,Timur Ender,Loretta Smith,Candace Avalos,David Linn,Terrence Hayes,Steph Routh
17411,Timur Ender,Noah Ernst,Peggy Sue Owens,Candace Avalos,David Linn,Joe Allen
17412,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,Peggy Sue Owens,Terrence Hayes
17418,Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,David Linn
17428,Doug Clove,,,,,
17429,Terrence Hayes,Michael (Mike) Sands,,,,
17431,Candace Avalos,Loretta Smith,Steph Routh,Terrence Hayes,Write-in-120,David Linn
17447,Jamie Dunphy,Thomas Shervey,Michael (Mike) Sands,Timur Ender,Noah Ernst,
17448,,,,,,
17459,Noah Ernst,Timur Ender,Joe Allen,Doug Clove,Deian Salazar,Thomas Shervey
17462,Loretta Smith,Deian Salazar,Joe Furi,Timur Ender,Candace Avalos,Doug Clove
17468,Terrence Hayes,Doug Clove,Joe Furi,Joe Allen,Thomas Shervey,Steph Routh
17469,Loretta Smith,Candace Avalos,Steph Routh,Deian Salazar,Timur Ender,Jamie Dunphy
17472,Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,,
17475,Noah Ernst,Candace Avalos,Peggy Sue Owens,Cayle Tern,Deian Salazar,Loretta Smith
17477,Jamie Dunphy,Candace Avalos,Steph Routh,Loretta Smith,,
17479,Michael (Mike) Sands,Loretta Smith,Joe Allen,Peggy Sue Owens,Candace Avalos,
17480,Loretta Smith,Jamie Dunphy,Joe Allen,,,
17481,Noah Ernst,David Linn,Thomas Shervey,Michael (Mike) Sands,Steph Routh,Timur Ender
17483,Joe Allen,,,,,
17487,Terrence Hayes,,,,,
17489,Peggy Sue Owens,Noah Ernst,Terrence Hayes,,,
17492,Noah Ernst,Steph Routh,Loretta Smith,Doug Clove,Jamie Dunphy,Thomas Shervey
17494,Loretta Smith,Jamie Dunphy,Terrence Hayes,,,
17529,Candace Avalos,Deian Salazar,Loretta Smith,,,
17530,Jamie Dunphy,David Linn,Thomas Shervey,Loretta Smith,Terrence Hayes,Steph Routh
17531,Steph Routh,Candace Avalos,Cayle Tern,Loretta Smith,Timur Ender,Jamie Dunphy
17540,Candace Avalos,Terrence Hayes,Cayle Tern,Steph Routh,Jamie Dunphy,Joe Furi
17542,Timur Ender,Jamie Dunphy,Loretta Smith,Steph Routh,Candace Avalos,Peggy Sue Owens
17551,Terrence Hayes,Jamie Dunphy,,,,
17552,Joe Allen,Deian Salazar,Timur Ender,Terrence Hayes,Doug Clove,Steph Routh
17555,Doug Clove,Noah Ernst,Candace Avalos,,,
17558,Terrence Hayes,Jamie Dunphy,Timur Ender,Joe Furi,Loretta Smith,Joe Allen
17559,Michael (Mike) Sands,David Linn,,,,
17562,Jamie Dunphy,,,,,
17563,Noah Ernst,Joe Allen,Doug Clove,Loretta Smith,Joe Furi,Terrence Hayes
17568,Candace Avalos,David Linn,Steph Routh,Terrence Hayes,Jamie Dunphy,Thomas Shervey
17569,Joe Allen,Doug Clove,Timur Ender,,,
17572,Loretta Smith,Terrence Hayes,Candace Avalos,Steph Routh,Cayle Tern,
17573,Loretta Smith,Terrence Hayes,Steph Routh,Noah Ernst,,
17575,Loretta Smith,Jamie Dunphy,Terrence Hayes,Steph Routh,,
17577,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,Cayle Tern
17581,Timur Ender,David Linn,Candace Avalos,Michael (Mike) Sands,Loretta Smith,Terrence Hayes
17582,Jamie Dunphy,Timur Ender,Noah Ernst,,,
17585,Joe Furi,,,,,
17587,Candace Avalos,Timur Ender,Cayle Tern,Steph Routh,Jamie Dunphy,David Linn
17589,Loretta Smith,Jamie Dunphy,David Linn,,,
17591,Steph Routh,Candace Avalos,Loretta Smith,Peggy Sue Owens,,
17592,Terrence Hayes,Doug Clove,Joe Furi,Joe Allen,Thomas Shervey,Steph Routh
17593,Peggy Sue Owens,Candace Avalos,Noah Ernst,Loretta Smith,Steph Routh,David Linn
17594,Peggy Sue Owens,Timur Ender,Candace Avalos,Cayle Tern,Joe Furi,Deian Salazar
17608,Joe Allen,Doug Clove,Steph Routh,,,
17615,Loretta Smith,Candace Avalos,Cayle Tern,Steph Routh,Terrence Hayes,Deian Salazar
17617,,,,,,
17618,Noah Ernst,,,,,
17619,Peggy Sue Owens,Joe Furi,Joe Allen,Loretta Smith,Terrence Hayes,Jamie Dunphy
17620,Timur Ender,Jamie Dunphy,Steph Routh,Loretta Smith,David Linn,Candace Avalos
17621,Noah Ernst,,,,,
17623,Candace Avalos,Peggy Sue Owens,Cayle Tern,Deian Salazar,Jamie Dunphy,Loretta Smith
17624,Michael (Mike) Sands,Steph Routh,Terrence Hayes,,,
17625,Jamie Dunphy,Candace Avalos,Steph Routh,,,
17627,Steph Routh,Timur Ender,Deian Salazar,,,
17629,Loretta Smith,Jamie Dunphy,Terrence Hayes,,,
17631,Loretta Smith,Deian Salazar,,,,
17634,Doug Clove,Steph Routh,Write-in-120,Write-in-121,Write-in-122,
17639,Loretta Smith,Steph Routh,Timur Ender,Michael (Mike) Sands,Jamie Dunphy,Candace Avalos
17640,Timur Ender,Jamie Dunphy,Loretta Smith,Candace Avalos,Terrence Hayes,Joe Furi
17641,Loretta Smith,Terrence Hayes,Steph Routh,,,
17644,Jamie Dunphy,Candace Avalos,David Linn,,,
17646,Jamie Dunphy,Candace Avalos,David Linn,,,
17650,Candace Avalos,Michael (Mike) Sands,Cayle Tern,Thomas Shervey,Terrence Hayes,Joe Allen
17673,Loretta Smith,,,,,
17695,David Linn,Jamie Dunphy,Steph Routh,Terrence Hayes,Cayle Tern,Noah Ernst
17696,,,,,,
17698,,,,,,
17699,Jamie Dunphy,,,,,
17700,Noah Ernst,Terrence Hayes,Jamie Dunphy,Loretta Smith,Doug Clove,Deian Salazar
17701,,,,,,
17702,Timur Ender,,,,,
17710,Loretta Smith,,,,,
17711,,,,,,
17712,Loretta Smith,,,,,
17713,Doug Clove,Joe Allen,Steph Routh,Terrence Hayes,Timur Ender,Noah Ernst
17714,,,,,,
17718,Loretta Smith,,,,,
17719,Timur Ender,Candace Avalos,Steph Routh,Michael (Mike) Sands,,
17752,Joe Furi,David Linn,Timur Ender,Jamie Dunphy,,
17754,Noah Ernst,,,,,
17757,Loretta Smith,Timur Ender,Candace Avalos,Terrence Hayes,David Linn,Cayle Tern
17770,Joe Furi,Michael (Mike) Sands,Thomas Shervey,,,
17772,Candace Avalos,Peggy Sue Owens,Noah Ernst,Jamie Dunphy,Doug Clove,Michael (Mike) Sands
17773,Loretta Smith,Thomas Shervey,Terrence Hayes,Michael (Mike) Sands,,
17774,Candace Avalos,Timur Ender,Steph Routh,Loretta Smith,David Linn,
17778,Peggy Sue Owens,Loretta Smith,Candace Avalos,Cayle Tern,Doug Clove,Jamie Dunphy
17783,David Linn,,,,,
17787,Timur Ender,,,,,
17799,Terrence Hayes,Loretta Smith,David Linn,,,
17800,Terrence Hayes,Noah Ernst,Candace Avalos,,,
17808,Jamie Dunphy,Candace Avalos,Timur Ender,,,
17816,Terrence Hayes,Michael (Mike) Sands,Loretta Smith,Cayle Tern,David Linn,Candace Avalos
17821,Michael (Mike) Sands,Timur Ender,,,,
17825,Peggy Sue Owens,,,,,
17826,Timur Ender,Jamie Dunphy,Michael (Mike) Sands,Steph Routh,Terrence Hayes,Loretta Smith
17830,Loretta Smith,,,,,
17831,Timur Ender,,,,,
17832,Terrence Hayes,Loretta Smith,Steph Routh,Jamie Dunphy,Candace Avalos,Deian Salazar
17835,Jamie Dunphy,Timur Ender,Loretta Smith,Steph Routh,Terrence Hayes,
17837,Loretta Smith,Terrence Hayes,Steph Routh,Jamie Dunphy,Candace Avalos,Timur Ender
17838,Noah Ernst,Peggy Sue Owens,,,,
17852,Jamie Dunphy,Candace Avalos,Steph Routh,David Linn,Noah Ernst,Loretta Smith
17855,Noah Ernst,David Linn,Joe Allen,Loretta Smith,Cayle Tern,Peggy Sue Owens
17857,Loretta Smith,Steph Routh,,,,
17877,Joe Allen,Doug Clove,Loretta Smith,Joe Furi,David Linn,Peggy Sue Owens
17884,Terrence Hayes,Loretta Smith,Cayle Tern,Candace Avalos,Deian Salazar,Thomas Shervey
17886,David Linn,,,,,
17887,David Linn,Deian Salazar,Loretta Smith,Doug Clove,Joe Furi,Michael (Mike) Sands
17889,Michael (Mike) Sands,Thomas Shervey,Noah Ernst,Terrence Hayes,David Linn,Joe Allen
17890,Terrence Hayes,,,,,
17895,Loretta Smith,Michael (Mike) Sands,Steph Routh,Thomas Shervey,Candace Avalos,Doug Clove
17912,Timur Ender,Candace Avalos,,,,
17913,Terrence Hayes,Loretta Smith,David Linn,,,
17921,,,,,,
17929,Loretta Smith,Thomas Shervey,Jamie Dunphy,,,
17930,Candace Avalos,Michael (Mike) Sands,Joe Furi,Timur Ender,,
17941,Terrence Hayes,,,,,
17942,Loretta Smith,Cayle Tern,Candace Avalos,,,
17951,Jamie Dunphy,Steph Routh,Loretta Smith,Thomas Shervey,Deian Salazar,Joe Allen
17953,Joe Allen,Noah Ernst,,,,
17954,Loretta Smith,Cayle Tern,Timur Ender,Terrence Hayes,Jamie Dunphy,
17955,Terrence Hayes,Steph Routh,Noah Ernst,David Linn,Jamie Dunphy,
17956,Deian Salazar,Doug Clove,David Linn,Joe Allen,Loretta Smith,Jamie Dunphy
17958,Noah Ernst,Timur Ender,,,,
17959,Michael (Mike) Sands,,,,,
17960,Michael (Mike) Sands,Noah Ernst,Doug Clove,Thomas Shervey,Joe Furi,Joe Allen
17961,Doug Clove,Noah Ernst,David Linn,Timur Ender,,
17962,Steph Routh,Jamie Dunphy,Timur Ender,,,
17967,Loretta Smith,Noah Ernst,Joe Allen,,,
17968,Steph Routh,Candace Avalos,Timur Ender,,,
17970,Loretta Smith,Jamie Dunphy,Steph Routh,Timur Ender,Candace Avalos,Terrence Hayes
17972,Loretta Smith,Noah Ernst,Terrence Hayes,Jamie Dunphy,,
17977,Noah Ernst,Joe Allen,,,,
17978,Candace Avalos,Jamie Dunphy,Timur Ender,Steph Routh,Terrence Hayes,Joe Furi
17979,Candace Avalos,Cayle Tern,Steph Routh,Timur Ender,,
17998,Loretta Smith,Candace Avalos,Peggy Sue Owens,,,
18016,Peggy Sue Owens,Doug Clove,Loretta Smith,Jamie Dunphy,Candace Avalos,Cayle Tern
18017,Jamie Dunphy,Terrence Hayes,Timur Ender,Candace Avalos,Cayle Tern,Loretta Smith
18018,Cayle Tern,Deian Salazar,Joe Allen,Candace Avalos,Jamie Dunphy,Steph Routh
18020,Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,Terrence Hayes,Deian Salazar
18022,Timur Ender,Cayle Tern,Deian Salazar,Terrence Hayes,David Linn,
18024,Timur Ender,,,,,
18033,Terrence Hayes,Loretta Smith,Steph Routh,Candace Avalos,Timur Ender,
18034,Jamie Dunphy,Steph Routh,Timur Ender,Joe Allen,Deian Salazar,Terrence Hayes
18048,Loretta Smith,Timur Ender,Jamie Dunphy,Candace Avalos,Steph Routh,Terrence Hayes
18068,Timur Ender,Michael (Mike) Sands,Terrence Hayes,Candace Avalos,,
18069,Terrence Hayes,,,,,
18070,Steph Routh,Jamie Dunphy,,,,
18113,Terrence Hayes,Steph Routh,Candace Avalos,Jamie Dunphy,Loretta Smith,Michael (Mike) Sands
18114,Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
18115,Noah Ernst,Terrence Hayes,Timur Ender,Candace Avalos,Doug Clove,Michael (Mike) Sands
18116,Timur Ender,Steph Routh,Candace Avalos,Terrence Hayes,Michael (Mike) Sands,Loretta Smith
18117,Terrence Hayes,Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,
18120,Candace Avalos,Steph Routh,Timur Ender,,,
18121,Timur Ender,Candace Avalos,Deian Salazar,,,
18122,Loretta Smith,,,,,
18134,Steph Routh,Candace Avalos,Timur Ender,Terrence Hayes,Loretta Smith,Noah Ernst
18136,,,,,,
18137,Jamie Dunphy,Steph Routh,Loretta Smith,Candace Avalos,Timur Ender,
18138,Thomas Shervey,Loretta Smith,,,,
18140,Candace Avalos,Jamie Dunphy,Terrence Hayes,Steph Routh,Cayle Tern,
18144,Terrence Hayes,Loretta Smith,Noah Ernst,,,
18146,Candace Avalos,Noah Ernst,Terrence Hayes,,,
18175,Joe Allen,Peggy Sue Owens,Steph Routh,Terrence Hayes,David Linn,Jamie Dunphy
18180,Noah Ernst,,,,,
18181,Jamie Dunphy,Candace Avalos,Steph Routh,,,
18183,,,,,,
18224,Steph Routh,Terrence Hayes,Timur Ender,David Linn,Cayle Tern,Candace Avalos
18225,Joe Furi,Thomas Shervey,David Linn,Candace Avalos,Deian Salazar,Timur Ender
18227,Loretta Smith,Steph Routh,Peggy Sue Owens,Candace Avalos,David Linn,Michael (Mike) Sands
18229,Terrence Hayes,,,,,
18231,,,,,,
18233,Loretta Smith,,,,,
18234,Joe Allen,David Linn,Cayle Tern,,,
18236,Terrence Hayes,Michael (Mike) Sands,Jamie Dunphy,,,
18237,Doug Clove,Joe Furi,Michael (Mike) Sands,Deian Salazar,Terrence Hayes,Noah Ernst
18239,Deian Salazar,David Linn,Noah Ernst,Timur Ender,Steph Routh,Jamie Dunphy
18240,Loretta Smith,Steph Routh,Jamie Dunphy,,,
18245,Terrence Hayes,Timur Ender,Deian Salazar,Loretta Smith,Doug Clove,David Linn
18246,Loretta Smith,Michael (Mike) Sands,Timur Ender,David Linn,Steph Routh,Terrence Hayes
18247,,,,,,
18248,Terrence Hayes,Steph Routh,Thomas Shervey,Doug Clove,David Linn,Candace Avalos
18252,Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,
18255,Peggy Sue Owens,David Linn,Doug Clove,Loretta Smith,Steph Routh,Thomas Shervey
18262,Loretta Smith,Peggy Sue Owens,Candace Avalos,Cayle Tern,Terrence Hayes,Doug Clove
18285,Noah Ernst,,,,,
18287,Joe Allen,Timur Ender,Noah Ernst,Terrence Hayes,Michael (Mike) Sands,Deian Salazar
18292,Terrence Hayes,Doug Clove,Joe Furi,Joe Allen,Thomas Shervey,Steph Routh
18293,Terrence Hayes,Steph Routh,Thomas Shervey,Doug Clove,David Linn,Candace Avalos
18295,Candace Avalos,,,,,
18302,Timur Ender,Candace Avalos,Deian Salazar,,,
18304,Loretta Smith,,,,,
18306,Joe Allen,Cayle Tern,Timur Ender,Loretta Smith,Terrence Hayes,Jamie Dunphy
18309,Jamie Dunphy,Candace Avalos,Timur Ender,Cayle Tern,Steph Routh,
18314,Steph Routh,Jamie Dunphy,Loretta Smith,Joe Allen,Terrence Hayes,Michael (Mike) Sands
18319,,,,,,
18322,Noah Ernst,Joe Furi,,,,
18323,Loretta Smith,Steph Routh,Jamie Dunphy,Terrence Hayes,Timur Ender,Joe Allen
18330,Candace Avalos,Timur Ender,Jamie Dunphy,Steph Routh,Cayle Tern,
18334,Jamie Dunphy,,,,,
18336,Michael (Mike) Sands,Timur Ender,Jamie Dunphy,Candace Avalos,David Linn,Cayle Tern
18339,Noah Ernst,Peggy Sue Owens,Loretta Smith,,,
18349,Loretta Smith,Candace Avalos,Peggy Sue Owens,,,
18366,Jamie Dunphy,David Linn,,,,
18376,Jamie Dunphy,Terrence Hayes,Steph Routh,Candace Avalos,Timur Ender,Michael (Mike) Sands
18401,Timur Ender,Peggy Sue Owens,Noah Ernst,Candace Avalos,Joe Allen,David Linn
18410,Loretta Smith,Jamie Dunphy,Doug Clove,Joe Allen,Terrence Hayes,David Linn
18421,Peggy Sue Owens,Candace Avalos,Joe Allen,Cayle Tern,,
18428,Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,Joe Allen,David Linn
