Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,Choice_6
Loretta Smith,Terrence Hayes,Michael (Mike) Sands,Joe Allen,Peggy Sue Owens,Joe Furi
Doug Clove,,,,,
Candace Avalos,Loretta Smith,Deian Salazar,Terrence Hayes,,
Jamie Dunphy,Candace Avalos,,,,
Steph Routh,Loretta Smith,Candace Avalos,Cayle Tern,Terrence Hayes,Thomas Shervey
Candace Avalos,Timur Ender,Joe Allen,,,
Cayle Tern,Timur Ender,Candace Avalos,,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Candace Avalos,Timur Ender,Cayle Tern,Loretta Smith,Steph Routh,
Candace Avalos,Cayle Tern,Steph Routh,Timur Ender,David Linn,
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
Deian Salazar,,,,,
Deian Salazar,Peggy Sue Owens,Noah Ernst,Candace Avalos,Loretta Smith,Terrence Hayes
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Cayle Tern,Jamie Dunphy,Steph Routh,,,
Noah Ernst,Jamie Dunphy,Candace Avalos,David Linn,Terrence Hayes,
Jamie Dunphy,Deian Salazar,Joe Furi,Noah Ernst,Timur Ender,Michael (Mike) Sands
Timur Ender,Loretta Smith,David Linn,Steph Routh,Terrence Hayes,Jamie Dunphy
Jamie Dunphy,,,,,
Doug Clove,,,,,
Candace Avalos,Jamie Dunphy,Steph Routh,,,
Loretta Smith,Candace Avalos,David Linn,Terrence Hayes,Deian Salazar,Joe Furi
Cayle Tern,Terrence Hayes,,,,
Doug Clove,Jamie Dunphy,Terrence Hayes,,,
Terrence Hayes,Loretta Smith,Joe Allen,Candace Avalos,Deian Salazar,Peggy Sue Owens
Jamie Dunphy,,,,,
Noah Ernst,Terrence Hayes,Loretta Smith,Doug Clove,Deian Salazar,
Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,David Linn
Candace Avalos,Jamie Dunphy,Steph Routh,Loretta Smith,Timur Ender,David Linn
Loretta Smith,Jamie Dunphy,Terrence Hayes,Doug Clove,David Linn,Candace Avalos
Thomas Shervey,Michael (Mike) Sands,Peggy Sue Owens,Terrence Hayes,Doug Clove,Joe Allen
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,Loretta Smith
Doug Clove,,,,,
Jamie Dunphy,Steph Routh,Loretta Smith,Joe Allen,Noah Ernst,Timur Ender
Noah Ernst,,,,,
Steph Routh,Timur Ender,Candace Avalos,Jamie Dunphy,David Linn,Loretta Smith
Deian Salazar,Joe Allen,Cayle Tern,Noah Ernst,Timur Ender,Doug Clove
Loretta Smith,,,,,
Loretta Smith,Michael (Mike) Sands,Terrence Hayes,Steph Routh,,
Candace Avalos,Jamie Dunphy,Steph Routh,Timur Ender,Cayle Tern,David Linn
Steph Routh,,,,,
Candace Avalos,,,,,
Candace Avalos,Jamie Dunphy,,,,
David Linn,Noah Ernst,Terrence Hayes,Joe Furi,Michael (Mike) Sands,Joe Allen
Loretta Smith,,,,,
Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,David Linn
Joe Allen,Cayle Tern,Timur Ender,Steph Routh,Michael (Mike) Sands,Loretta Smith
Steph Routh,Loretta Smith,Jamie Dunphy,Deian Salazar,Timur Ender,Terrence Hayes
Jamie Dunphy,Steph Routh,Timur Ender,Candace Avalos,,
Steph Routh,Terrence Hayes,Candace Avalos,Jamie Dunphy,Noah Ernst,Timur Ender
Peggy Sue Owens,Loretta Smith,,,,
Michael (Mike) Sands,Joe Allen,,,,
Loretta Smith,Jamie Dunphy,Candace Avalos,Steph Routh,Timur Ender,Doug Clove
Candace Avalos,Deian Salazar,Loretta Smith,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Steph Routh,Timur Ender,Terrence Hayes,Candace Avalos,Noah Ernst,
Loretta Smith,Terrence Hayes,Candace Avalos,Steph Routh,Jamie Dunphy,
Doug Clove,,,,,
Terrence Hayes,,,,,
Jamie Dunphy,Candace Avalos,Timur Ender,Steph Routh,,
Peggy Sue Owens,Candace Avalos,Joe Allen,Loretta Smith,Timur Ender,Joe Furi
Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,Loretta Smith
Candace Avalos,Timur Ender,Jamie Dunphy,,,
Loretta Smith,Terrence Hayes,Joe Allen,Noah Ernst,Timur Ender,Peggy Sue Owens
Noah Ernst,Steph Routh,Jamie Dunphy,,,
Loretta Smith,Candace Avalos,Terrence Hayes,Timur Ender,Steph Routh,David Linn
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,Terrence Hayes
Steph Routh,Jamie Dunphy,Terrence Hayes,,,
Noah Ernst,Joe Allen,David Linn,Cayle Tern,Deian Salazar,Joe Furi
Timur Ender,,,,,
Joe Furi,Candace Avalos,,,,
,,,,,
Candace Avalos,Steph Routh,Deian Salazar,,,
Joe Furi,Candace Avalos,Joe Allen,Doug Clove,Noah Ernst,Cayle Tern
Candace Avalos,Steph Routh,Terrence Hayes,Timur Ender,Jamie Dunphy,Michael (Mike) Sands
Loretta Smith,Jamie Dunphy,Candace Avalos,Steph Routh,,
Loretta Smith,,,,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Steph Routh,Jamie Dunphy,Candace Avalos,Loretta Smith,David Linn,Noah Ernst
Noah Ernst,,,,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,David Linn
Terrence Hayes,,,,,
David Linn,Peggy Sue Owens,Jamie Dunphy,Candace Avalos,Timur Ender,
Candace Avalos,Timur Ender,Terrence Hayes,Steph Routh,,
Doug Clove,Terrence Hayes,Thomas Shervey,Joe Allen,,
,,,,,
Steph Routh,Loretta Smith,Timur Ender,Joe Allen,David Linn,Deian Salazar
Deian Salazar,,,,,
Candace Avalos,Jamie Dunphy,Timur Ender,Cayle Tern,Steph Routh,Joe Furi
Candace Avalos,Jamie Dunphy,Terrence Hayes,Steph Routh,Loretta Smith,Michael (Mike) Sands
Jamie Dunphy,Candace Avalos,Timur Ender,,,
,,,,,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Jamie Dunphy,,,,,
Steph Routh,Loretta Smith,Thomas Shervey,Terrence Hayes,Jamie Dunphy,Timur Ender
David Linn,Michael (Mike) Sands,Thomas Shervey,Steph Routh,Jamie Dunphy,Noah Ernst
Noah Ernst,Deian Salazar,Terrence Hayes,Doug Clove,David Linn,
Loretta Smith,Terrence Hayes,Steph Routh,,,
Terrence Hayes,Steph Routh,Loretta Smith,Deian Salazar,David Linn,Candace Avalos
Timur Ender,Joe Allen,Candace Avalos,Michael (Mike) Sands,,
Peggy Sue Owens,Candace Avalos,Cayle Tern,Michael (Mike) Sands,David Linn,Jamie Dunphy
Loretta Smith,Candace Avalos,Terrence Hayes,Doug Clove,Peggy Sue Owens,David Linn
Noah Ernst,Timur Ender,Loretta Smith,Terrence Hayes,Jamie Dunphy,Deian Salazar
Loretta Smith,Terrence Hayes,,,,
Candace Avalos,Cayle Tern,David Linn,Michael (Mike) Sands,Timur Ender,Steph Routh
Terrence Hayes,Noah Ernst,Loretta Smith,Doug Clove,Write-in-120,
Loretta Smith,Timur Ender,Steph Routh,Candace Avalos,Terrence Hayes,Cayle Tern
Candace Avalos,Steph Routh,,,,
Doug Clove,Steph Routh,Michael (Mike) Sands,Thomas Shervey,Terrence Hayes,Cayle Tern
Jamie Dunphy,Candace Avalos,Noah Ernst,,,
Peggy Sue Owens,Timur Ender,Noah Ernst,Candace Avalos,David Linn,
Candace Avalos,Loretta Smith,Steph Routh,Jamie Dunphy,,
Doug Clove,Timur Ender,Noah Ernst,David Linn,Cayle Tern,Michael (Mike) Sands
Loretta Smith,Candace Avalos,Steph Routh,,,
Jamie Dunphy,Cayle Tern,David Linn,Steph Routh,Timur Ender,Candace Avalos
Jamie Dunphy,Steph Routh,Noah Ernst,David Linn,Loretta Smith,
Terrence Hayes,Loretta Smith,,,,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Loretta Smith,Terrence Hayes,Steph Routh,,,
Terrence Hayes,Loretta Smith,Candace Avalos,,,
Loretta Smith,Doug Clove,Peggy Sue Owens,Noah Ernst,Joe Allen,Michael (Mike) Sands
Terrence Hayes,Noah Ernst,Loretta Smith,,,
Noah Ernst,,,,,
Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,David Linn
David Linn,Deian Salazar,Michael (Mike) Sands,Noah Ernst,Terrence Hayes,Joe Allen
Timur Ender,Cayle Tern,Candace Avalos,Terrence Hayes,Jamie Dunphy,Loretta Smith
Terrence Hayes,Steph Routh,,,,
Noah Ernst,Loretta Smith,,,,
Steph Routh,Jamie Dunphy,Timur Ender,Candace Avalos,Loretta Smith,Peggy Sue Owens
Thomas Shervey,Cayle Tern,Noah Ernst,Write-in-122,Michael (Mike) Sands,
Candace Avalos,Jamie Dunphy,Steph Routh,Timur Ender,David Linn,Loretta Smith
Loretta Smith,Terrence Hayes,Thomas Shervey,Deian Salazar,Doug Clove,Candace Avalos
Noah Ernst,,,,,
Cayle Tern,,,,,
Cayle Tern,Michael (Mike) Sands,Candace Avalos,Timur Ender,,
Steph Routh,Noah Ernst,Timur Ender,Cayle Tern,,
Timur Ender,Candace Avalos,Cayle Tern,Steph Routh,Loretta Smith,Terrence Hayes
Joe Furi,,,,,
Candace Avalos,,,,,
Cayle Tern,Timur Ender,Candace Avalos,Deian Salazar,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Cayle Tern,David Linn
Candace Avalos,Loretta Smith,Terrence Hayes,Steph Routh,,
Joe Allen,Loretta Smith,Doug Clove,,,
Terrence Hayes,,,,,
Jamie Dunphy,Steph Routh,,,,
Loretta Smith,Jamie Dunphy,Terrence Hayes,Noah Ernst,Cayle Tern,
Terrence Hayes,Steph Routh,Candace Avalos,Timur Ender,David Linn,Loretta Smith
Noah Ernst,,,,,
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,,
Candace Avalos,Doug Clove,Timur Ender,Joe Furi,Cayle Tern,
Timur Ender,Candace Avalos,David Linn,Loretta Smith,Terrence Hayes,Jamie Dunphy
Jamie Dunphy,Loretta Smith,Steph Routh,Cayle Tern,Timur Ender,Deian Salazar
Steph Routh,Loretta Smith,,,,
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Candace Avalos,Timur Ender,Steph Routh,David Linn,Michael (Mike) Sands,Joe Furi
Jamie Dunphy,Joe Furi,Joe Allen,Loretta Smith,Noah Ernst,Terrence Hayes
,,,,,
Noah Ernst,Deian Salazar,Doug Clove,Joe Furi,Terrence Hayes,Loretta Smith
Candace Avalos,Timur Ender,,,,
Noah Ernst,Terrence Hayes,Deian Salazar,Joe Furi,Doug Clove,Loretta Smith
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Candace Avalos,Steph Routh,Timur Ender,Cayle Tern,Terrence Hayes,Jamie Dunphy
Loretta Smith,Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,Terrence Hayes
David Linn,Candace Avalos,Michael (Mike) Sands,Thomas Shervey,Terrence Hayes,Steph Routh
Loretta Smith,Candace Avalos,Jamie Dunphy,Steph Routh,Terrence Hayes,Peggy Sue Owens
Steph Routh,Doug Clove,Joe Allen,Jamie Dunphy,Candace Avalos,Deian Salazar
Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,,
Candace Avalos,Terrence Hayes,Cayle Tern,Deian Salazar,,
Terrence Hayes,Loretta Smith,Candace Avalos,Peggy Sue Owens,Noah Ernst,Deian Salazar
Jamie Dunphy,Loretta Smith,Candace Avalos,,,
Loretta Smith,,,,,
Thomas Shervey,Steph Routh,Jamie Dunphy,Candace Avalos,,
Loretta Smith,Terrence Hayes,Timur Ender,Jamie Dunphy,Deian Salazar,Candace Avalos
Loretta Smith,,,,,
Loretta Smith,Steph Routh,Jamie Dunphy,Doug Clove,Timur Ender,Write-in-120
Jamie Dunphy,,,,,
Loretta Smith,,,,,
David Linn,Candace Avalos,Loretta Smith,Timur Ender,Steph Routh,Terrence Hayes
Candace Avalos,Steph Routh,,,,
Doug Clove,Michael (Mike) Sands,,,,
Candace Avalos,Joe Allen,Cayle Tern,Joe Furi,Loretta Smith,Terrence Hayes
Candace Avalos,Cayle Tern,Timur Ender,,,
Timur Ender,Terrence Hayes,,,,
Terrence Hayes,Doug Clove,Loretta Smith,David Linn,Noah Ernst,Steph Routh
Loretta Smith,Jamie Dunphy,Deian Salazar,Doug Clove,Joe Allen,Peggy Sue Owens
Candace Avalos,Cayle Tern,Timur Ender,,,
Terrence Hayes,Noah Ernst,Candace Avalos,,,
Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
Deian Salazar,Joe Furi,Michael (Mike) Sands,Terrence Hayes,Jamie Dunphy,Timur Ender
Michael (Mike) Sands,Doug Clove,Candace Avalos,,,
Deian Salazar,Joe Furi,Candace Avalos,Noah Ernst,Steph Routh,Jamie Dunphy
Candace Avalos,Steph Routh,,,,
Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,Loretta Smith,
Noah Ernst,Michael (Mike) Sands,Loretta Smith,Terrence Hayes,Doug Clove,Joe Allen
Steph Routh,Candace Avalos,Cayle Tern,Jamie Dunphy,,
Jamie Dunphy,Steph Routh,Candace Avalos,Cayle Tern,Thomas Shervey,Michael (Mike) Sands
Loretta Smith,Terrence Hayes,Timur Ender,Candace Avalos,,
Thomas Shervey,,,,,
Jamie Dunphy,Noah Ernst,Terrence Hayes,Candace Avalos,Steph Routh,
Steph Routh,,,,,
David Linn,Timur Ender,Michael (Mike) Sands,Loretta Smith,Jamie Dunphy,Steph Routh
Steph Routh,Loretta Smith,Doug Clove,Timur Ender,,
Loretta Smith,David Linn,,,,
Terrence Hayes,Steph Routh,Noah Ernst,Loretta Smith,Candace Avalos,Jamie Dunphy
Candace Avalos,Terrence Hayes,Steph Routh,,,
Terrence Hayes,Noah Ernst,Candace Avalos,,,
Doug Clove,Noah Ernst,Jamie Dunphy,Candace Avalos,Timur Ender,Joe Furi
Candace Avalos,,,,,
Doug Clove,,,,,
Jamie Dunphy,Terrence Hayes,Joe Furi,Joe Allen,Deian Salazar,Noah Ernst
Jamie Dunphy,Candace Avalos,Steph Routh,Cayle Tern,Timur Ender,Noah Ernst
Candace Avalos,Cayle Tern,Timur Ender,Jamie Dunphy,Steph Routh,David Linn
Noah Ernst,,,,,
Terrence Hayes,Loretta Smith,Candace Avalos,,,
Doug Clove,Terrence Hayes,Michael (Mike) Sands,David Linn,Thomas Shervey,Timur Ender
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
Timur Ender,Steph Routh,,,,
,,,,,
David Linn,Terrence Hayes,Loretta Smith,Jamie Dunphy,Doug Clove,Cayle Tern
Joe Allen,David Linn,Doug Clove,Joe Furi,Michael (Mike) Sands,Terrence Hayes
Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,Cayle Tern,Loretta Smith
Jamie Dunphy,Steph Routh,Timur Ender,,,
Candace Avalos,Jamie Dunphy,Noah Ernst,Loretta Smith,Peggy Sue Owens,Deian Salazar
Loretta Smith,,,,,
Jamie Dunphy,Candace Avalos,Terrence Hayes,David Linn,,
Doug Clove,Loretta Smith,,,,
Noah Ernst,Joe Allen,Joe Furi,David Linn,,
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Deian Salazar,Loretta Smith,Michael (Mike) Sands,Steph Routh,Candace Avalos,Peggy Sue Owens
Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,Cayle Tern,Deian Salazar
Candace Avalos,Terrence Hayes,Loretta Smith,,,
Terrence Hayes,,,,,
Jamie Dunphy,Steph Routh,,,,
Loretta Smith,Peggy Sue Owens,Thomas Shervey,Steph Routh,Noah Ernst,Cayle Tern
Joe Allen,Michael (Mike) Sands,Peggy Sue Owens,Thomas Shervey,David Linn,Timur Ender
Noah Ernst,,,,,
Noah Ernst,Doug Clove,Cayle Tern,Candace Avalos,Jamie Dunphy,Peggy Sue Owens
Terrence Hayes,Loretta Smith,Candace Avalos,,,
Doug Clove,Loretta Smith,,,,
Deian Salazar,,,,,
David Linn,Steph Routh,Terrence Hayes,Jamie Dunphy,Thomas Shervey,
Loretta Smith,,,,,
Doug Clove,Candace Avalos,Timur Ender,Michael (Mike) Sands,Thomas Shervey,Loretta Smith
Candace Avalos,Loretta Smith,Terrence Hayes,Jamie Dunphy,Steph Routh,Cayle Tern
Steph Routh,Michael (Mike) Sands,Cayle Tern,Timur Ender,,
Steph Routh,Timur Ender,Jamie Dunphy,Candace Avalos,,
Steph Routh,Candace Avalos,Timur Ender,Terrence Hayes,,
Steph Routh,Jamie Dunphy,Candace Avalos,Timur Ender,,
Loretta Smith,Steph Routh,Noah Ernst,Timur Ender,Terrence Hayes,Candace Avalos
Cayle Tern,Loretta Smith,Candace Avalos,Deian Salazar,Timur Ender,Jamie Dunphy
David Linn,Jamie Dunphy,Timur Ender,Terrence Hayes,Candace Avalos,Noah Ernst
Candace Avalos,Steph Routh,Noah Ernst,Jamie Dunphy,Loretta Smith,Cayle Tern
Timur Ender,Write-in-120,Write-in-121,Write-in-122,,
Deian Salazar,Doug Clove,Michael (Mike) Sands,Terrence Hayes,Steph Routh,Joe Allen
Noah Ernst,,,,,
Peggy Sue Owens,Michael (Mike) Sands,Terrence Hayes,Jamie Dunphy,Doug Clove,David Linn
Jamie Dunphy,Candace Avalos,Timur Ender,Loretta Smith,Steph Routh,Noah Ernst
Terrence Hayes,Loretta Smith,Jamie Dunphy,Steph Routh,,
,,,,,
Timur Ender,Candace Avalos,Deian Salazar,Terrence Hayes,Cayle Tern,Joe Furi
,,,,,
Steph Routh,David Linn,Terrence Hayes,,,
Candace Avalos,Timur Ender,Steph Routh,Cayle Tern,Jamie Dunphy,
Terrence Hayes,Loretta Smith,Joe Furi,Doug Clove,,
Candace Avalos,Steph Routh,Timur Ender,Cayle Tern,Jamie Dunphy,Loretta Smith
Michael (Mike) Sands,Doug Clove,Timur Ender,David Linn,,
Steph Routh,Timur Ender,Deian Salazar,,,
Jamie Dunphy,Candace Avalos,Noah Ernst,Steph Routh,Joe Furi,
Doug Clove,Joe Allen,,,,
Steph Routh,,,,,
Candace Avalos,Jamie Dunphy,Loretta Smith,,,
Timur Ender,,,,,
Terrence Hayes,Candace Avalos,Cayle Tern,Jamie Dunphy,Loretta Smith,Peggy Sue Owens
David Linn,Loretta Smith,Candace Avalos,,,
Jamie Dunphy,Timur Ender,Terrence Hayes,Loretta Smith,Steph Routh,Candace Avalos
Terrence Hayes,Steph Routh,Candace Avalos,Noah Ernst,Loretta Smith,Jamie Dunphy
Timur Ender,Steph Routh,Jamie Dunphy,Candace Avalos,,
Candace Avalos,Timur Ender,David Linn,Cayle Tern,Steph Routh,Jamie Dunphy
Steph Routh,Candace Avalos,David Linn,Doug Clove,Timur Ender,Thomas Shervey
Joe Allen,,,,,
Noah Ernst,,,,,
Loretta Smith,Steph Routh,Candace Avalos,Timur Ender,Noah Ernst,Terrence Hayes
Noah Ernst,Joe Allen,Loretta Smith,Steph Routh,,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
,,,,,
Noah Ernst,Peggy Sue Owens,Cayle Tern,Loretta Smith,Deian Salazar,Doug Clove
Jamie Dunphy,Candace Avalos,,,,
Loretta Smith,Steph Routh,,,,
Steph Routh,Terrence Hayes,Noah Ernst,Candace Avalos,Jamie Dunphy,
Doug Clove,,,,,
Timur Ender,Deian Salazar,Cayle Tern,Candace Avalos,David Linn,Joe Furi
Timur Ender,Candace Avalos,Deian Salazar,Loretta Smith,Terrence Hayes,Jamie Dunphy
,,,,,
,,,,,
Candace Avalos,Steph Routh,Timur Ender,,,
Loretta Smith,Steph Routh,Terrence Hayes,Timur Ender,Candace Avalos,Jamie Dunphy
Candace Avalos,Timur Ender,Deian Salazar,Loretta Smith,Steph Routh,Jamie Dunphy
Jamie Dunphy,Steph Routh,Candace Avalos,,,
Steph Routh,Candace Avalos,Timur Ender,,,
Peggy Sue Owens,Doug Clove,Candace Avalos,Terrence Hayes,Joe Furi,
Timur Ender,Noah Ernst,David Linn,Terrence Hayes,Thomas Shervey,Loretta Smith
Peggy Sue Owens,,,,,
Steph Routh,Candace Avalos,Timur Ender,Jamie Dunphy,Cayle Tern,David Linn
Timur Ender,Terrence Hayes,Jamie Dunphy,Deian Salazar,,
Michael (Mike) Sands,Thomas Shervey,Steph Routh,Jamie Dunphy,Candace Avalos,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Joe Allen,,,,,
Candace Avalos,Timur Ender,Cayle Tern,,,
Terrence Hayes,Peggy Sue Owens,Joe Allen,Loretta Smith,Cayle Tern,Candace Avalos
Joe Allen,David Linn,Doug Clove,Joe Furi,Thomas Shervey,Timur Ender
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
Timur Ender,,,,,
Cayle Tern,Terrence Hayes,Timur Ender,Jamie Dunphy,Candace Avalos,Steph Routh
Loretta Smith,,,,,
Noah Ernst,Joe Allen,Thomas Shervey,Joe Furi,Michael (Mike) Sands,Peggy Sue Owens
Terrence Hayes,Loretta Smith,Candace Avalos,Timur Ender,Steph Routh,
,,,,,
Jamie Dunphy,Steph Routh,David Linn,,,
Candace Avalos,Steph Routh,Jamie Dunphy,Loretta Smith,Deian Salazar,Timur Ender
Timur Ender,,,,,
Candace Avalos,Jamie Dunphy,Steph Routh,Timur Ender,Loretta Smith,Thomas Shervey
Steph Routh,Loretta Smith,David Linn,Candace Avalos,,
Loretta Smith,,,,,
Steph Routh,Jamie Dunphy,Candace Avalos,Peggy Sue Owens,,
Loretta Smith,,,,,
Candace Avalos,Steph Routh,Cayle Tern,Timur Ender,,
Steph Routh,Noah Ernst,,,,
Loretta Smith,Terrence Hayes,Doug Clove,Noah Ernst,Joe Allen,
Timur Ender,Candace Avalos,Steph Routh,Loretta Smith,,
Loretta Smith,Timur Ender,Cayle Tern,Michael (Mike) Sands,,
Candace Avalos,Steph Routh,Jamie Dunphy,Timur Ender,,
Peggy Sue Owens,Candace Avalos,Loretta Smith,Steph Routh,,
Thomas Shervey,,,,,
Loretta Smith,Jamie Dunphy,Terrence Hayes,David Linn,Timur Ender,
Timur Ender,Candace Avalos,Cayle Tern,Thomas Shervey,Steph Routh,
Candace Avalos,Steph Routh,Noah Ernst,Jamie Dunphy,,
Candace Avalos,Timur Ender,Michael (Mike) Sands,Steph Routh,,
Doug Clove,Joe Allen,,,,
Timur Ender,Joe Allen,David Linn,Michael (Mike) Sands,Thomas Shervey,Steph Routh
Candace Avalos,Jamie Dunphy,Steph Routh,David Linn,Cayle Tern,Loretta Smith
Steph Routh,Candace Avalos,Jamie Dunphy,Timur Ender,Cayle Tern,Terrence Hayes
Michael (Mike) Sands,Thomas Shervey,Terrence Hayes,Steph Routh,,
Steph Routh,Candace Avalos,Jamie Dunphy,David Linn,Noah Ernst,Loretta Smith
David Linn,Cayle Tern,Loretta Smith,Steph Routh,Timur Ender,Terrence Hayes
Loretta Smith,Write-in-120,Candace Avalos,Peggy Sue Owens,Joe Furi,Cayle Tern
Noah Ernst,,,,,
Joe Allen,,,,,
Timur Ender,Joe Allen,Doug Clove,Noah Ernst,David Linn,Joe Furi
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
David Linn,Candace Avalos,Deian Salazar,Loretta Smith,Terrence Hayes,Steph Routh
Jamie Dunphy,Steph Routh,Candace Avalos,Timur Ender,Cayle Tern,Loretta Smith
Loretta Smith,Michael (Mike) Sands,Timur Ender,,,
Candace Avalos,Steph Routh,Loretta Smith,Jamie Dunphy,,
Terrence Hayes,Jamie Dunphy,Loretta Smith,David Linn,Timur Ender,Noah Ernst
Jamie Dunphy,,,,,
Deian Salazar,Terrence Hayes,Jamie Dunphy,Loretta Smith,David Linn,Candace Avalos
Peggy Sue Owens,Candace Avalos,Loretta Smith,,,
Candace Avalos,Steph Routh,Jamie Dunphy,,,
Deian Salazar,,,,,
Terrence Hayes,Loretta Smith,Noah Ernst,,,
Terrence Hayes,Noah Ernst,Candace Avalos,,,
Candace Avalos,,,,,
Noah Ernst,Cayle Tern,Candace Avalos,Thomas Shervey,Michael (Mike) Sands,Doug Clove
Candace Avalos,Joe Allen,,,,
Noah Ernst,Loretta Smith,Terrence Hayes,Steph Routh,,
Timur Ender,Doug Clove,Terrence Hayes,,,
Loretta Smith,Terrence Hayes,Noah Ernst,Candace Avalos,,
Noah Ernst,Joe Allen,Doug Clove,Michael (Mike) Sands,Steph Routh,Peggy Sue Owens
Steph Routh,Timur Ender,Cayle Tern,Candace Avalos,,
Loretta Smith,Peggy Sue Owens,Candace Avalos,,,
Steph Routh,,,,,
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,Loretta Smith,David Linn
Candace Avalos,Steph Routh,Timur Ender,,,
Candace Avalos,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern,David Linn
Steph Routh,Terrence Hayes,Loretta Smith,,,
Timur Ender,Steph Routh,Candace Avalos,Cayle Tern,Noah Ernst,
Jamie Dunphy,Steph Routh,Timur Ender,,,
Peggy Sue Owens,Michael (Mike) Sands,Loretta Smith,,,
Timur Ender,Candace Avalos,Steph Routh,Jamie Dunphy,Loretta Smith,Michael (Mike) Sands
Jamie Dunphy,Steph Routh,Loretta Smith,David Linn,Timur Ender,Noah Ernst
Candace Avalos,Cayle Tern,David Linn,Joe Furi,Terrence Hayes,Loretta Smith
Steph Routh,Jamie Dunphy,Loretta Smith,Cayle Tern,Timur Ender,David Linn
Timur Ender,Deian Salazar,David Linn,Candace Avalos,Thomas Shervey,Terrence Hayes
Candace Avalos,Loretta Smith,Timur Ender,Steph Routh,Jamie Dunphy,Cayle Tern
Jamie Dunphy,Candace Avalos,Steph Routh,Noah Ernst,David Linn,Loretta Smith
Candace Avalos,Timur Ender,Steph Routh,Cayle Tern,Jamie Dunphy,David Linn
Noah Ernst,Candace Avalos,Joe Furi,Peggy Sue Owens,Steph Routh,Loretta Smith
Steph Routh,Jamie Dunphy,Loretta Smith,,,
Steph Routh,Candace Avalos,Loretta Smith,,,
Candace Avalos,,,,,
Terrence Hayes,Noah Ernst,Candace Avalos,,,
Loretta Smith,,,,,
Terrence Hayes,,,,,
Candace Avalos,Cayle Tern,Timur Ender,,,
Terrence Hayes,Loretta Smith,,,,
Loretta Smith,Noah Ernst,Timur Ender,,,
David Linn,Cayle Tern,Jamie Dunphy,Candace Avalos,Timur Ender,Steph Routh
David Linn,Jamie Dunphy,Doug Clove,,,
,,,,,
Deian Salazar,Doug Clove,Joe Allen,,,
Noah Ernst,Steph Routh,David Linn,Jamie Dunphy,Doug Clove,Timur Ender
Candace Avalos,Cayle Tern,Timur Ender,,,
Noah Ernst,Candace Avalos,Steph Routh,,,
Jamie Dunphy,Candace Avalos,Steph Routh,,,
Noah Ernst,Doug Clove,Joe Furi,Deian Salazar,Jamie Dunphy,Loretta Smith
David Linn,Candace Avalos,Deian Salazar,Steph Routh,Terrence Hayes,
,,,,,
Doug Clove,,,,,
Terrence Hayes,Noah Ernst,Joe Furi,Loretta Smith,Doug Clove,Write-in-120
Candace Avalos,Steph Routh,Timur Ender,Jamie Dunphy,Loretta Smith,Cayle Tern
Timur Ender,Cayle Tern,Michael (Mike) Sands,Jamie Dunphy,Candace Avalos,Steph Routh
Candace Avalos,Loretta Smith,Steph Routh,Terrence Hayes,Jamie Dunphy,Timur Ender
Doug Clove,Jamie Dunphy,Thomas Shervey,Terrence Hayes,Deian Salazar,Joe Allen
